time,veh_id,x,y,speed,angle
137,veh_25,386.32850000000013,-1.6,12.129140000000001,90.0
137,veh_26,350.8306799999999,-1.6,12.749080000000001,90.0
137,veh_27,304.1,-1.6,13.0,90.0
137,veh_28,252.1,-1.6,13.0,90.0
137,veh_29,199.60562999999996,-1.6,12.945070000000001,90.0
137,veh_30,148.1,-1.6,13.0,90.0
137,veh_31,96.1,-1.6,13.0,90.0
137,veh_32,50.1,-1.6,9.0,90.0
137,veh_33,20.1,-1.6,5.0,90.0
137,veh_34,6.1,-1.6,1.0,90.0
138,veh_14,993.1,-1.6,13.0,90.0
138,veh_15,933.34632,-1.6,12.88252,90.0
138,veh_16,840.1051199999991,-1.6,12.20976,90.0
138,veh_17,820.3942257416568,-1.6,12.209827129171172,90.0
138,veh_18,785.1,-1.6,13.0,90.0
138,veh_19,733.1,-1.6,13.0,90.0
138,veh_20,681.1,-1.6,13.0,90.0
138,veh_21,629.1,-1.6,13.0,90.0
138,veh_22,577.1,-1.6,13.0,90.0
138,veh_23,503.52495999999957,-1.6,12.36544,90.0
138,veh_24,426.8941300000002,-1.6,11.47723,90.0
138,veh_25,398.45764000000014,-1.6,12.129140000000001,90.0
138,veh_26,363.5797599999999,-1.6,12.749080000000001,90.0
138,veh_27,317.1,-1.6,13.0,90.0
138,veh_28,265.1,-1.6,13.0,90.0
138,veh_29,212.55069999999995,-1.6,12.945070000000001,90.0
138,veh_30,161.1,-1.6,13.0,90.0
138,veh_31,109.1,-1.6,13.0,90.0
138,veh_32,60.1,-1.6,10.0,90.0
138,veh_33,26.1,-1.6,6.0,90.0
138,veh_34,8.1,-1.6,2.0,90.0
139,veh_15,946.22884,-1.6,12.88252,90.0
139,veh_16,852.3148799999991,-1.6,12.20976,90.0
139,veh_17,832.6040304944376,-1.6,12.209804752780787,90.0
139,veh_18,798.1,-1.6,13.0,90.0
139,veh_19,746.1,-1.6,13.0,90.0
139,veh_20,694.1,-1.6,13.0,90.0
139,veh_21,642.1,-1.6,13.0,90.0
139,veh_22,590.1,-1.6,13.0,90.0
139,veh_23,515.8903999999997,-1.6,12.36544,90.0
139,veh_24,438.3713600000002,-1.6,11.47723,90.0
139,veh_25,410.58678000000015,-1.6,12.129140000000001,90.0
139,veh_26,376.3288399999999,-1.6,12.749080000000001,90.0
139,veh_27,330.1,-1.6,13.0,90.0
139,veh_28,278.1,-1.6,13.0,90.0
139,veh_29,225.49576999999994,-1.6,12.945070000000001,90.0
139,veh_30,174.1,-1.6,13.0,90.0
139,veh_31,122.1,-1.6,13.0,90.0
139,veh_32,71.1,-1.6,11.0,90.0
139,veh_33,33.1,-1.6,7.0,90.0
139,veh_34,11.1,-1.6,3.0,90.0
140,veh_15,959.11136,-1.6,12.88252,90.0
140,veh_16,864.5246399999991,-1.6,12.20976,90.0
140,veh_17,844.8138203296247,-1.6,12.209789835187184,90.0
140,veh_18,811.1,-1.6,13.0,90.0
140,veh_19,759.1,-1.6,13.0,90.0
140,veh_20,707.1,-1.6,13.0,90.0
140,veh_21,655.1,-1.6,13.0,90.0
140,veh_22,603.1,-1.6,13.0,90.0
140,veh_23,528.2558399999997,-1.6,12.36544,90.0
140,veh_24,449.84859000000023,-1.6,11.47723,90.0
140,veh_25,422.71592000000015,-1.6,12.129140000000001,90.0
140,veh_26,389.0779199999999,-1.6,12.749080000000001,90.0
140,veh_27,343.1,-1.6,13.0,90.0
140,veh_28,291.1,-1.6,13.0,90.0
140,veh_29,238.44083999999992,-1.6,12.945070000000001,90.0
140,veh_30,187.1,-1.6,13.0,90.0
140,veh_31,135.1,-1.6,13.0,90.0
140,veh_32,83.1,-1.6,12.0,90.0
140,veh_33,41.1,-1.6,8.0,90.0
140,veh_34,15.1,-1.6,4.0,90.0
140,veh_35,5.1,-1.6,0.0,90.0
141,veh_15,971.99388,-1.6,12.88252,90.0
141,veh_16,876.734399999999,-1.6,12.20976,90.0
141,veh_17,857.0236002197495,-1.6,12.209779890124782,90.0
141,veh_18,824.1,-1.6,13.0,90.0
141,veh_19,772.1,-1.6,13.0,90.0
141,veh_20,720.1,-1.6,13.0,90.0
141,veh_21,668.1,-1.6,13.0,90.0
141,veh_22,616.1,-1.6,13.0,90.0
141,veh_23,540.6212799999997,-1.6,12.36544,90.0
141,veh_24,461.32582000000025,-1.6,11.47723,90.0
141,veh_25,434.84506000000016,-1.6,12.129140000000001,90.0
141,veh_26,401.8269999999999,-1.6,12.749080000000001,90.0
141,veh_27,356.1,-1.6,13.0,90.0
141,veh_28,304.1,-1.6,13.0,90.0
141,veh_29,251.38590999999994,-1.6,12.945070000000001,90.0
141,veh_30,200.1,-1.6,13.0,90.0
141,veh_31,148.1,-1.6,13.0,90.0
141,veh_32,96.1,-1.6,13.0,90.0
141,veh_33,50.1,-1.6,9.0,90.0
141,veh_34,20.1,-1.6,5.0,90.0
141,veh_35,6.1,-1.6,1.0,90.0
142,veh_15,984.8764,-1.6,12.88252,90.0
142,veh_16,888.944159999999,-1.6,12.20976,90.0
142,veh_17,869.2333734798326,-1.6,12.20977326008318,90.0
142,veh_18,837.1,-1.6,13.0,90.0
142,veh_19,785.1,-1.6,13.0,90.0
142,veh_20,733.1,-1.6,13.0,90.0
142,veh_21,681.1,-1.6,13.0,90.0
142,veh_22,629.1,-1.6,13.0,90.0
142,veh_23,552.9867199999998,-1.6,12.36544,90.0
142,veh_24,472.80305000000027,-1.6,11.47723,90.0
142,veh_25,446.97420000000017,-1.6,12.129140000000001,90.0
142,veh_26,414.5760799999999,-1.6,12.749080000000001,90.0
142,veh_27,369.1,-1.6,13.0,90.0
142,veh_28,317.1,-1.6,13.0,90.0
142,veh_29,264.3309799999999,-1.6,12.945070000000001,90.0
142,veh_30,213.1,-1.6,13.0,90.0
142,veh_31,161.1,-1.6,13.0,90.0
142,veh_32,109.1,-1.6,13.0,90.0
142,veh_33,60.1,-1.6,10.0,90.0
142,veh_34,26.1,-1.6,6.0,90.0
142,veh_35,8.1,-1.6,2.0,90.0
143,veh_15,997.75892,-1.6,12.88252,90.0
143,veh_16,901.153919999999,-1.6,12.20976,90.0
143,veh_17,881.443142319888,-1.6,12.209768840055458,90.0
143,veh_18,850.1,-1.6,13.0,90.0
143,veh_19,798.1,-1.6,13.0,90.0
143,veh_20,746.1,-1.6,13.0,90.0
143,veh_21,694.1,-1.6,13.0,90.0
143,veh_22,642.1,-1.6,13.0,90.0
143,veh_23,565.3521599999998,-1.6,12.36544,90.0
143,veh_24,484.2802800000003,-1.6,11.47723,90.0
143,veh_25,459.1033400000002,-1.6,12.129140000000001,90.0
143,veh_26,427.32515999999987,-1.6,12.749080000000001,90.0
143,veh_27,382.1,-1.6,13.0,90.0
143,veh_28,330.1,-1.6,13.0,90.0
143,veh_29,277.2760499999999,-1.6,12.945070000000001,90.0
143,veh_30,226.1,-1.6,13.0,90.0
143,veh_31,174.1,-1.6,13.0,90.0
143,veh_32,122.1,-1.6,13.0,90.0
143,veh_33,71.1,-1.6,11.0,90.0
143,veh_34,33.1,-1.6,7.0,90.0
143,veh_35,11.1,-1.6,3.0,90.0
144,veh_16,913.3636799999989,-1.6,12.20976,90.0
144,veh_17,893.6529082132583,-1.6,12.209765893370312,90.0
144,veh_18,863.1,-1.6,13.0,90.0
144,veh_19,811.1,-1.6,13.0,90.0
144,veh_20,759.1,-1.6,13.0,90.0
144,veh_21,707.1,-1.6,13.0,90.0
144,veh_22,655.1,-1.6,13.0,90.0
144,veh_23,577.7175999999998,-1.6,12.36544,90.0
144,veh_24,495.7575100000003,-1.6,11.47723,90.0
144,veh_25,471.2324800000002,-1.6,12.129140000000001,90.0
144,veh_26,440.07423999999986,-1.6,12.749080000000001,90.0
144,veh_27,395.1,-1.6,13.0,90.0
144,veh_28,343.1,-1.6,13.0,90.0
144,veh_29,290.22111999999987,-1.6,12.945070000000001,90.0
144,veh_30,239.1,-1.6,13.0,90.0
144,veh_31,187.1,-1.6,13.0,90.0
144,veh_32,135.1,-1.6,13.0,90.0
144,veh_33,83.1,-1.6,12.0,90.0
144,veh_34,41.1,-1.6,8.0,90.0
144,veh_35,15.1,-1.6,4.0,90.0
144,veh_36,5.1,-1.6,0.0,90.0
145,veh_16,925.5734399999989,-1.6,12.20976,90.0
145,veh_17,905.8626721421718,-1.6,12.209763928913521,90.0
145,veh_18,876.1,-1.6,13.0,90.0
145,veh_19,824.1,-1.6,13.0,90.0
145,veh_20,772.1,-1.6,13.0,90.0
145,veh_21,720.1,-1.6,13.0,90.0
145,veh_22,668.1,-1.6,13.0,90.0
145,veh_23,590.0830399999999,-1.6,12.36544,90.0
145,veh_24,507.23474000000033,-1.6,11.47723,90.0
145,veh_25,483.3616200000002,-1.6,12.129140000000001,90.0
145,veh_26,452.82331999999985,-1.6,12.749080000000001,90.0
145,veh_27,408.1,-1.6,13.0,90.0
145,veh_28,356.1,-1.6,13.0,90.0
145,veh_29,303.16618999999986,-1.6,12.945070000000001,90.0
145,veh_30,252.1,-1.6,13.0,90.0
145,veh_31,200.1,-1.6,13.0,90.0
145,veh_32,148.1,-1.6,13.0,90.0
145,veh_33,96.1,-1.6,13.0,90.0
145,veh_34,50.1,-1.6,9.0,90.0
145,veh_35,20.1,-1.6,5.0,90.0
145,veh_36,6.1,-1.6,1.0,90.0
146,veh_16,937.7831999999988,-1.6,12.20976,90.0
146,veh_17,918.0724347614475,-1.6,12.209762619275674,90.0
146,veh_18,889.1,-1.6,13.0,90.0
146,veh_19,837.1,-1.6,13.0,90.0
146,veh_20,785.1,-1.6,13.0,90.0
146,veh_21,733.1,-1.6,13.0,90.0
146,veh_22,681.1,-1.6,13.0,90.0
146,veh_23,602.4484799999999,-1.6,12.36544,90.0
146,veh_24,518.7119700000003,-1.6,11.47723,90.0
146,veh_25,495.4907600000002,-1.6,12.129140000000001,90.0
146,veh_26,465.57239999999985,-1.6,12.749080000000001,90.0
146,veh_27,421.1,-1.6,13.0,90.0
146,veh_28,369.1,-1.6,13.0,90.0
146,veh_29,316.11125999999985,-1.6,12.945070000000001,90.0
146,veh_30,265.1,-1.6,13.0,90.0
146,veh_31,213.1,-1.6,13.0,90.0
146,veh_32,161.1,-1.6,13.0,90.0
146,veh_33,109.1,-1.6,13.0,90.0
146,veh_34,60.1,-1.6,10.0,90.0
146,veh_35,26.1,-1.6,6.0,90.0
146,veh_36,8.1,-1.6,2.0,90.0
147,veh_16,949.9929599999988,-1.6,12.20976,90.0
147,veh_17,930.2821965076313,-1.6,12.209761746183762,90.0
147,veh_18,902.1,-1.6,13.0,90.0
147,veh_19,850.1,-1.6,13.0,90.0
147,veh_20,798.1,-1.6,13.0,90.0
147,veh_21,746.1,-1.6,13.0,90.0
147,veh_22,694.1,-1.6,13.0,90.0
147,veh_23,614.8139199999999,-1.6,12.36544,90.0
147,veh_24,530.1892000000003,-1.6,11.47723,90.0
147,veh_25,507.61990000000026,-1.6,12.129140000000001,90.0
147,veh_26,478.32147999999984,-1.6,12.749080000000001,90.0
147,veh_27,434.1,-1.6,13.0,90.0
147,veh_28,382.1,-1.6,13.0,90.0
147,veh_29,329.05632999999983,-1.6,12.945070000000001,90.0
147,veh_30,278.1,-1.6,13.0,90.0
147,veh_31,226.1,-1.6,13.0,90.0
147,veh_32,174.1,-1.6,13.0,90.0
147,veh_33,122.1,-1.6,13.0,90.0
147,veh_34,71.1,-1.6,11.0,90.0
147,veh_35,33.1,-1.6,7.0,90.0
147,veh_36,11.1,-1.6,3.0,90.0
148,veh_16,962.2027199999987,-1.6,12.20976,90.0
148,veh_17,942.4919576717538,-1.6,12.2097611641225,90.0
148,veh_18,915.1,-1.6,13.0,90.0
148,veh_19,863.1,-1.6,13.0,90.0
148,veh_20,811.1,-1.6,13.0,90.0
148,veh_21,759.1,-1.6,13.0,90.0
148,veh_22,707.1,-1.6,13.0,90.0
148,veh_23,627.17936,-1.6,12.36544,90.0
148,veh_24,541.6664300000002,-1.6,11.47723,90.0
148,veh_25,519.7490400000002,-1.6,12.129140000000001,90.0
148,veh_26,491.07055999999983,-1.6,12.749080000000001,90.0
148,veh_27,447.1,-1.6,13.0,90.0
148,veh_28,395.1,-1.6,13.0,90.0
148,veh_29,342.0013999999998,-1.6,12.945070000000001,90.0
148,veh_30,291.1,-1.6,13.0,90.0
148,veh_31,239.1,-1.6,13.0,90.0
148,veh_32,187.1,-1.6,13.0,90.0
148,veh_33,135.1,-1.6,13.0,90.0
148,veh_34,83.1,-1.6,12.0,90.0
148,veh_35,41.1,-1.6,8.0,90.0
148,veh_36,15.1,-1.6,4.0,90.0
148,veh_37,5.1,-1.6,0.0,90.0
149,veh_16,974.4124799999987,-1.6,12.20976,90.0
149,veh_17,954.7017184478354,-1.6,12.20976077608166,90.0
149,veh_18,928.1,-1.6,13.0,90.0
149,veh_19,876.1,-1.6,13.0,90.0
149,veh_20,824.1,-1.6,13.0,90.0
149,veh_21,772.1,-1.6,13.0,90.0
149,veh_22,720.1,-1.6,13.0,90.0
149,veh_23,639.5448,-1.6,12.36544,90.0
149,veh_24,553.1436600000002,-1.6,11.47723,90.0
149,veh_25,531.8781800000002,-1.6,12.129140000000001,90.0
149,veh_26,503.81963999999977,-1.6,12.749080000000001,90.0
149,veh_27,460.1,-1.6,13.0,90.0
149,veh_28,408.1,-1.6,13.0,90.0
149,veh_29,354.9464699999998,-1.6,12.945070000000001,90.0
149,veh_30,304.1,-1.6,13.0,90.0
149,veh_31,252.1,-1.6,13.0,90.0
149,veh_32,200.1,-1.6,13.0,90.0
149,veh_33,148.1,-1.6,13.0,90.0
149,veh_34,96.1,-1.6,13.0,90.0
149,veh_35,50.1,-1.6,9.0,90.0
149,veh_36,20.1,-1.6,5.0,90.0
149,veh_37,6.1,-1.6,1.0,90.0
150,veh_16,986.6222399999987,-1.6,12.20976,90.0
150,veh_17,966.9114789652232,-1.6,12.209760517387753,90.0
150,veh_18,941.1,-1.6,13.0,90.0
150,veh_19,889.1,-1.6,13.0,90.0
150,veh_20,837.1,-1.6,13.0,90.0
150,veh_21,785.1,-1.6,13.0,90.0
150,veh_22,733.1,-1.6,13.0,90.0
150,veh_23,651.91024,-1.6,12.36544,90.0
150,veh_24,564.6208900000001,-1.6,11.47723,90.0
150,veh_25,544.0073200000002,-1.6,12.129140000000001,90.0
150,veh_26,516.5687199999999,-1.6,12.749080000000001,90.0
150,veh_27,473.1,-1.6,13.0,90.0
150,veh_28,421.1,-1.6,13.0,90.0
150,veh_29,367.8915399999998,-1.6,12.945070000000001,90.0
150,veh_30,317.1,-1.6,13.0,90.0
150,veh_31,265.1,-1.6,13.0,90.0
150,veh_32,213.1,-1.6,13.0,90.0
150,veh_33,161.1,-1.6,13.0,90.0
150,veh_34,109.1,-1.6,13.0,90.0
150,veh_35,60.1,-1.6,10.0,90.0
150,veh_36,26.1,-1.6,6.0,90.0
150,veh_37,8.1,-1.6,2.0,90.0
151,veh_16,998.8319999999986,-1.6,12.20976,90.0
151,veh_17,979.1212393101483,-1.6,12.209760344925161,90.0
151,veh_18,954.1,-1.6,13.0,90.0
151,veh_19,902.1,-1.6,13.0,90.0
151,veh_20,850.1,-1.6,13.0,90.0
151,veh_21,798.1,-1.6,13.0,90.0
151,veh_22,746.1,-1.6,13.0,90.0
151,veh_23,664.2756800000001,-1.6,12.36544,90.0
151,veh_24,576.0981200000001,-1.6,11.47723,90.0
151,veh_25,556.0296633333335,-1.6,12.022343333333326,90.0
151,veh_26,529.3177999999999,-1.6,12.749080000000001,90.0
151,veh_27,486.1,-1.6,13.0,90.0
151,veh_28,434.1,-1.6,13.0,90.0
151,veh_29,380.8366099999998,-1.6,12.945070000000001,90.0
151,veh_30,330.1,-1.6,13.0,90.0
151,veh_31,278.1,-1.6,13.0,90.0
151,veh_32,226.1,-1.6,13.0,90.0
151,veh_33,174.1,-1.6,13.0,90.0
151,veh_34,122.1,-1.6,13.0,90.0
151,veh_35,71.1,-1.6,11.0,90.0
151,veh_36,33.1,-1.6,7.0,90.0
151,veh_37,11.1,-1.6,3.0,90.0
152,veh_17,991.3309995400984,-1.6,12.209760229950101,90.0
152,veh_18,967.1,-1.6,13.0,90.0
152,veh_19,915.1,-1.6,13.0,90.0
152,veh_20,863.1,-1.6,13.0,90.0
152,veh_21,811.1,-1.6,13.0,90.0
152,veh_22,759.1,-1.6,13.0,90.0
152,veh_23,676.6411200000001,-1.6,12.36544,90.0
152,veh_24,587.5753500000001,-1.6,11.47723,90.0
152,veh_25,567.8703022222223,-1.6,11.840638888888877,90.0
152,veh_26,542.06688,-1.6,12.749080000000001,90.0
152,veh_27,499.1,-1.6,13.0,90.0
152,veh_28,447.1,-1.6,13.0,90.0
152,veh_29,393.78167999999977,-1.6,12.945070000000001,90.0
152,veh_30,343.1,-1.6,13.0,90.0
152,veh_31,291.1,-1.6,13.0,90.0
152,veh_32,239.1,-1.6,13.0,90.0
152,veh_33,187.1,-1.6,13.0,90.0
152,veh_34,135.1,-1.6,13.0,90.0
152,veh_35,83.1,-1.6,12.0,90.0
152,veh_36,41.1,-1.6,8.0,90.0
152,veh_37,15.1,-1.6,4.0,90.0
152,veh_38,5.1,-1.6,0.0,90.0
153,veh_18,980.1,-1.6,13.0,90.0
153,veh_19,928.1,-1.6,13.0,90.0
153,veh_20,876.1,-1.6,13.0,90.0
153,veh_21,824.1,-1.6,13.0,90.0
153,veh_22,772.1,-1.6,13.0,90.0
153,veh_23,689.0065600000001,-1.6,12.36544,90.0
153,veh_24,599.05258,-1.6,11.47723,90.0
153,veh_25,579.5898048148149,-1.6,11.719502592592578,90.0
153,veh_26,554.81596,-1.6,12.749080000000001,90.0
153,veh_27,512.1,-1.6,13.0,90.0
153,veh_28,460.1,-1.6,13.0,90.0
153,veh_29,406.72674999999975,-1.6,12.945070000000001,90.0
153,veh_30,356.1,-1.6,13.0,90.0
153,veh_31,304.1,-1.6,13.0,90.0
153,veh_32,252.1,-1.6,13.0,90.0
153,veh_33,200.1,-1.6,13.0,90.0
153,veh_34,148.1,-1.6,13.0,90.0
153,veh_35,96.1,-1.6,13.0,90.0
153,veh_36,50.1,-1.6,9.0,90.0
153,veh_37,20.1,-1.6,5.0,90.0
153,veh_38,6.1,-1.6,1.0,90.0
154,veh_18,993.1,-1.6,13.0,90.0
154,veh_19,941.1,-1.6,13.0,90.0
154,veh_20,889.1,-1.6,13.0,90.0
154,veh_21,837.1,-1.6,13.0,90.0
154,veh_22,785.1,-1.6,13.0,90.0
154,veh_23,701.3720000000002,-1.6,12.36544,90.0
154,veh_24,610.52981,-1.6,11.47723,90.0
154,veh_25,591.2285498765433,-1.6,11.638745061728379,90.0
154,veh_26,567.5650400000001,-1.6,12.749080000000001,90.0
154,veh_27,525.1,-1.6,13.0,90.0
154,veh_28,473.1,-1.6,13.0,90.0
154,veh_29,419.67181999999974,-1.6,12.945070000000001,90.0
154,veh_30,369.1,-1.6,13.0,90.0
154,veh_31,317.1,-1.6,13.0,90.0
154,veh_32,265.1,-1.6,13.0,90.0
154,veh_33,213.1,-1.6,13.0,90.0
154,veh_34,161.1,-1.6,13.0,90.0
154,veh_35,109.1,-1.6,13.0,90.0
154,veh_36,60.1,-1.6,10.0,90.0
154,veh_37,26.1,-1.6,6.0,90.0
154,veh_38,8.1,-1.6,2.0,90.0
155,veh_19,954.1,-1.6,13.0,90.0
155,veh_20,902.1,-1.6,13.0,90.0
155,veh_21,850.1,-1.6,13.0,90.0
155,veh_22,798.1,-1.6,13.0,90.0
155,veh_23,713.7374400000002,-1.6,12.36544,90.0
155,veh_24,622.00704,-1.6,11.47723,90.0
155,veh_25,602.8134565843621,-1.6,11.5849067078189,90.0
155,veh_26,580.3141200000001,-1.6,12.749080000000001,90.0
155,veh_27,538.1,-1.6,13.0,90.0
155,veh_28,486.1,-1.6,13.0,90.0
155,veh_29,432.6168899999997,-1.6,12.945070000000001,90.0
155,veh_30,382.1,-1.6,13.0,90.0
155,veh_31,330.1,-1.6,13.0,90.0
155,veh_32,278.1,-1.6,13.0,90.0
155,veh_33,226.1,-1.6,13.0,90.0
155,veh_34,174.1,-1.6,13.0,90.0
155,veh_35,122.1,-1.6,13.0,90.0
155,veh_36,71.1,-1.6,11.0,90.0
155,veh_37,33.1,-1.6,7.0,90.0
155,veh_38,11.1,-1.6,3.0,90.0
156,veh_19,967.1,-1.6,13.0,90.0
156,veh_20,915.1,-1.6,13.0,90.0
156,veh_21,863.1,-1.6,13.0,90.0
156,veh_22,811.1,-1.6,13.0,90.0
156,veh_23,726.1028800000003,-1.6,12.36544,90.0
156,veh_24,633.4842699999999,-1.6,11.47723,90.0
156,veh_25,614.3624710562414,-1.6,11.549014471879273,90.0
156,veh_26,593.0368366666668,-1.6,12.722716666666608,90.0
156,veh_27,551.1,-1.6,13.0,90.0
156,veh_28,499.1,-1.6,13.0,90.0
156,veh_29,445.5619599999997,-1.6,12.945070000000001,90.0
156,veh_30,395.1,-1.6,13.0,90.0
156,veh_31,343.1,-1.6,13.0,90.0
156,veh_32,291.1,-1.6,13.0,90.0
156,veh_33,239.1,-1.6,13.0,90.0
156,veh_34,187.1,-1.6,13.0,90.0
156,veh_35,135.1,-1.6,13.0,90.0
156,veh_36,83.1,-1.6,12.0,90.0
156,veh_37,41.1,-1.6,8.0,90.0
156,veh_38,15.1,-1.6,4.0,90.0
156,veh_39,5.1,-1.6,0.0,90.0
157,veh_19,980.1,-1.6,13.0,90.0
157,veh_20,928.1,-1.6,13.0,90.0
157,veh_21,876.1,-1.6,13.0,90.0
157,veh_22,824.1,-1.6,13.0,90.0
157,veh_23,738.4683200000003,-1.6,12.36544,90.0
157,veh_24,644.9614999999999,-1.6,11.47723,90.0
157,veh_25,625.8875573708275,-1.6,11.525086314586188,90.0
157,veh_26,605.3443911111111,-1.6,12.307554444444378,90.0
157,veh_27,564.1,-1.6,13.0,90.0
157,veh_28,512.1,-1.6,13.0,90.0
157,veh_29,458.5070299999997,-1.6,12.945070000000001,90.0
157,veh_30,408.1,-1.6,13.0,90.0
157,veh_31,356.1,-1.6,13.0,90.0
157,veh_32,304.1,-1.6,13.0,90.0
157,veh_33,252.1,-1.6,13.0,90.0
157,veh_34,200.1,-1.6,13.0,90.0
157,veh_35,148.1,-1.6,13.0,90.0
157,veh_36,96.1,-1.6,13.0,90.0
157,veh_37,50.1,-1.6,9.0,90.0
157,veh_38,20.1,-1.6,5.0,90.0
157,veh_39,6.1,-1.6,1.0,90.0
158,veh_19,993.1,-1.6,13.0,90.0
158,veh_20,941.1,-1.6,13.0,90.0
158,veh_21,889.1,-1.6,13.0,90.0
158,veh_22,837.1,-1.6,13.0,90.0
158,veh_23,750.8337600000003,-1.6,12.36544,90.0
158,veh_24,656.4387299999999,-1.6,11.47723,90.0
158,veh_25,637.3966915805516,-1.6,11.509134209724131,90.0
158,veh_26,617.3751707407407,-1.6,12.030779629629583,90.0
158,veh_27,577.1,-1.6,13.0,90.0
158,veh_28,525.1,-1.6,13.0,90.0
158,veh_29,471.4520999999997,-1.6,12.945070000000001,90.0
158,veh_30,421.1,-1.6,13.0,90.0
158,veh_31,369.1,-1.6,13.0,90.0
158,veh_32,317.1,-1.6,13.0,90.0
158,veh_33,265.1,-1.6,13.0,90.0
158,veh_34,213.1,-1.6,13.0,90.0
158,veh_35,161.1,-1.6,13.0,90.0
158,veh_36,109.1,-1.6,13.0,90.0
158,veh_37,60.1,-1.6,10.0,90.0
158,veh_38,26.1,-1.6,6.0,90.0
158,veh_39,8.1,-1.6,2.0,90.0
159,veh_20,954.1,-1.6,13.0,90.0
159,veh_21,902.1,-1.6,13.0,90.0
159,veh_22,850.1,-1.6,13.0,90.0
159,veh_23,763.1992000000004,-1.6,12.36544,90.0
159,veh_24,667.9159599999998,-1.6,11.47723,90.0
159,veh_25,648.8951910537011,-1.6,11.498499473149401,90.0
159,veh_26,629.2214338271605,-1.6,11.84626308641973,90.0
159,veh_27,590.1,-1.6,13.0,90.0
159,veh_28,538.1,-1.6,13.0,90.0
159,veh_29,484.3971699999997,-1.6,12.945070000000001,90.0
159,veh_30,434.1,-1.6,13.0,90.0
159,veh_31,382.1,-1.6,13.0,90.0
159,veh_32,330.1,-1.6,13.0,90.0
159,veh_33,278.1,-1.6,13.0,90.0
159,veh_34,226.1,-1.6,13.0,90.0
159,veh_35,174.1,-1.6,13.0,90.0
159,veh_36,122.1,-1.6,13.0,90.0
159,veh_37,71.1,-1.6,11.0,90.0
159,veh_38,33.1,-1.6,7.0,90.0
159,veh_39,11.1,-1.6,3.0,90.0
160,veh_20,967.1,-1.6,13.0,90.0
160,veh_21,915.1,-1.6,13.0,90.0
160,veh_22,863.1,-1.6,13.0,90.0
160,veh_23,775.5646400000004,-1.6,12.36544,90.0
160,veh_24,679.3931899999998,-1.6,11.47723,90.0
160,veh_25,660.3866007024673,-1.6,11.491409648766249,90.0
160,veh_26,640.9446858847735,-1.6,11.723252057613134,90.0
160,veh_27,603.1,-1.6,13.0,90.0
160,veh_28,551.1,-1.6,13.0,90.0
160,veh_29,497.34223999999966,-1.6,12.945070000000001,90.0
160,veh_30,447.1,-1.6,13.0,90.0
160,veh_31,395.1,-1.6,13.0,90.0
160,veh_32,343.1,-1.6,13.0,90.0
160,veh_33,291.1,-1.6,13.0,90.0
160,veh_34,239.1,-1.6,13.0,90.0
160,veh_35,187.1,-1.6,13.0,90.0
160,veh_36,135.1,-1.6,13.0,90.0
160,veh_37,83.1,-1.6,12.0,90.0
160,veh_38,41.1,-1.6,8.0,90.0
160,veh_39,15.1,-1.6,4.0,90.0
160,veh_40,5.1,-1.6,0.0,90.0
161,veh_20,980.1,-1.6,13.0,90.0
161,veh_21,928.1,-1.6,13.0,90.0
161,veh_22,876.1,-1.6,13.0,90.0
161,veh_23,787.9300800000004,-1.6,12.36544,90.0
161,veh_24,690.8704199999997,-1.6,11.47723,90.0
161,veh_25,671.8732838016448,-1.6,11.486683099177505,90.0
161,veh_26,652.585930589849,-1.6,11.641244705075403,90.0
161,veh_27,616.1,-1.6,13.0,90.0
161,veh_28,564.1,-1.6,13.0,90.0
161,veh_29,510.2873099999996,-1.6,12.945070000000001,90.0
161,veh_30,460.1,-1.6,13.0,90.0
161,veh_31,408.1,-1.6,13.0,90.0
161,veh_32,356.1,-1.6,13.0,90.0
161,veh_33,304.1,-1.6,13.0,90.0
161,veh_34,252.1,-1.6,13.0,90.0
161,veh_35,200.1,-1.6,13.0,90.0
161,veh_36,148.1,-1.6,13.0,90.0
161,veh_37,96.1,-1.6,13.0,90.0
161,veh_38,50.1,-1.6,9.0,90.0
161,veh_39,20.1,-1.6,5.0,90.0
161,veh_40,6.1,-1.6,1.0,90.0
162,veh_20,993.1,-1.6,13.0,90.0
162,veh_21,941.1,-1.6,13.0,90.0
162,veh_22,889.1,-1.6,13.0,90.0
162,veh_23,800.2955200000005,-1.6,12.36544,90.0
162,veh_24,702.3476499999997,-1.6,11.47723,90.0
162,veh_25,683.3568158677631,-1.6,11.483532066118316,90.0
162,veh_26,664.1725037265659,-1.6,11.586573136716932,90.0
162,veh_27,629.1,-1.6,13.0,90.0
162,veh_28,577.1,-1.6,13.0,90.0
162,veh_29,523.2323799999997,-1.6,12.945070000000001,90.0
162,veh_30,473.1,-1.6,13.0,90.0
162,veh_31,421.1,-1.6,13.0,90.0
162,veh_32,369.1,-1.6,13.0,90.0
162,veh_33,317.1,-1.6,13.0,90.0
162,veh_34,265.1,-1.6,13.0,90.0
162,veh_35,213.1,-1.6,13.0,90.0
162,veh_36,161.1,-1.6,13.0,90.0
162,veh_37,109.1,-1.6,13.0,90.0
162,veh_38,60.1,-1.6,10.0,90.0
162,veh_39,26.1,-1.6,6.0,90.0
162,veh_40,8.1,-1.6,2.0,90.0
163,veh_21,954.1,-1.6,13.0,90.0
163,veh_22,902.1,-1.6,13.0,90.0
