time,veh_id,x,y,speed,angle
0,veh_0,5.1,-1.6,0.0,90.0
1,veh_0,6.1,-1.6,1.0,90.0
2,veh_0,8.1,-1.6,2.0,90.0
3,veh_0,11.1,-1.6,3.0,90.0
4,veh_0,15.1,-1.6,4.0,90.0
4,veh_1,5.1,-1.6,0.0,90.0
5,veh_0,20.1,-1.6,5.0,90.0
5,veh_1,6.1,-1.6,1.0,90.0
6,veh_0,26.1,-1.6,6.0,90.0
6,veh_1,8.1,-1.6,2.0,90.0
7,veh_0,33.1,-1.6,7.0,90.0
7,veh_1,11.1,-1.6,3.0,90.0
8,veh_0,41.1,-1.6,8.0,90.0
8,veh_1,15.1,-1.6,4.0,90.0
8,veh_2,5.1,-1.6,0.0,90.0
9,veh_0,50.1,-1.6,9.0,90.0
9,veh_1,20.1,-1.6,5.0,90.0
9,veh_2,6.1,-1.6,1.0,90.0
10,veh_0,60.1,-1.6,10.0,90.0
10,veh_1,26.1,-1.6,6.0,90.0
10,veh_2,8.1,-1.6,2.0,90.0
11,veh_0,71.1,-1.6,11.0,90.0
11,veh_1,33.1,-1.6,7.0,90.0
11,veh_2,11.1,-1.6,3.0,90.0
12,veh_0,83.1,-1.6,12.0,90.0
12,veh_1,41.1,-1.6,8.0,90.0
12,veh_2,15.1,-1.6,4.0,90.0
12,veh_3,5.1,-1.6,0.0,90.0
13,veh_0,96.1,-1.6,13.0,90.0
13,veh_1,50.1,-1.6,9.0,90.0
13,veh_2,20.1,-1.6,5.0,90.0
13,veh_3,6.1,-1.6,1.0,90.0
14,veh_0,109.1,-1.6,13.0,90.0
14,veh_1,60.1,-1.6,10.0,90.0
14,veh_2,26.1,-1.6,6.0,90.0
14,veh_3,8.1,-1.6,2.0,90.0
15,veh_0,122.1,-1.6,13.0,90.0
15,veh_1,71.1,-1.6,11.0,90.0
15,veh_2,33.1,-1.6,7.0,90.0
15,veh_3,11.1,-1.6,3.0,90.0
16,veh_0,135.1,-1.6,13.0,90.0
16,veh_1,83.1,-1.6,12.0,90.0
16,veh_2,41.1,-1.6,8.0,90.0
16,veh_3,15.1,-1.6,4.0,90.0
16,veh_4,5.1,-1.6,0.0,90.0
17,veh_0,148.1,-1.6,13.0,90.0
17,veh_1,96.1,-1.6,13.0,90.0
17,veh_2,50.1,-1.6,9.0,90.0
17,veh_3,20.1,-1.6,5.0,90.0
17,veh_4,6.1,-1.6,1.0,90.0
18,veh_0,161.1,-1.6,13.0,90.0
18,veh_1,109.1,-1.6,13.0,90.0
18,veh_2,60.1,-1.6,10.0,90.0
18,veh_3,26.1,-1.6,6.0,90.0
18,veh_4,8.1,-1.6,2.0,90.0
19,veh_0,174.1,-1.6,13.0,90.0
19,veh_1,122.1,-1.6,13.0,90.0
19,veh_2,71.1,-1.6,11.0,90.0
19,veh_3,33.1,-1.6,7.0,90.0
19,veh_4,11.1,-1.6,3.0,90.0
20,veh_0,187.1,-1.6,13.0,90.0
20,veh_1,135.1,-1.6,13.0,90.0
20,veh_2,83.1,-1.6,12.0,90.0
20,veh_3,41.1,-1.6,8.0,90.0
20,veh_4,15.1,-1.6,4.0,90.0
20,veh_5,5.1,-1.6,0.0,90.0
21,veh_0,200.1,-1.6,13.0,90.0
21,veh_1,148.1,-1.6,13.0,90.0
21,veh_2,96.1,-1.6,13.0,90.0
21,veh_3,50.1,-1.6,9.0,90.0
21,veh_4,20.1,-1.6,5.0,90.0
21,veh_5,6.1,-1.6,1.0,90.0
22,veh_0,213.1,-1.6,13.0,90.0
22,veh_1,161.1,-1.6,13.0,90.0
22,veh_2,109.1,-1.6,13.0,90.0
22,veh_3,60.1,-1.6,10.0,90.0
22,veh_4,26.1,-1.6,6.0,90.0
22,veh_5,8.1,-1.6,2.0,90.0
23,veh_0,226.1,-1.6,13.0,90.0
23,veh_1,174.1,-1.6,13.0,90.0
23,veh_2,122.1,-1.6,13.0,90.0
23,veh_3,71.1,-1.6,11.0,90.0
23,veh_4,33.1,-1.6,7.0,90.0
23,veh_5,11.1,-1.6,3.0,90.0
24,veh_0,239.1,-1.6,13.0,90.0
24,veh_1,187.1,-1.6,13.0,90.0
24,veh_2,135.1,-1.6,13.0,90.0
24,veh_3,83.1,-1.6,12.0,90.0
24,veh_4,41.1,-1.6,8.0,90.0
24,veh_5,15.1,-1.6,4.0,90.0
24,veh_6,5.1,-1.6,0.0,90.0
25,veh_0,252.1,-1.6,13.0,90.0
25,veh_1,200.1,-1.6,13.0,90.0
25,veh_2,148.1,-1.6,13.0,90.0
25,veh_3,96.1,-1.6,13.0,90.0
25,veh_4,50.1,-1.6,9.0,90.0
25,veh_5,20.1,-1.6,5.0,90.0
25,veh_6,6.1,-1.6,1.0,90.0
26,veh_0,265.1,-1.6,13.0,90.0
26,veh_1,213.1,-1.6,13.0,90.0
26,veh_2,161.1,-1.6,13.0,90.0
26,veh_3,109.1,-1.6,13.0,90.0
26,veh_4,60.1,-1.6,10.0,90.0
26,veh_5,26.1,-1.6,6.0,90.0
26,veh_6,8.1,-1.6,2.0,90.0
27,veh_0,278.1,-1.6,13.0,90.0
27,veh_1,226.1,-1.6,13.0,90.0
27,veh_2,174.1,-1.6,13.0,90.0
27,veh_3,122.1,-1.6,13.0,90.0
27,veh_4,71.1,-1.6,11.0,90.0
27,veh_5,33.1,-1.6,7.0,90.0
27,veh_6,11.1,-1.6,3.0,90.0
28,veh_0,291.1,-1.6,13.0,90.0
28,veh_1,239.1,-1.6,13.0,90.0
28,veh_2,187.1,-1.6,13.0,90.0
28,veh_3,135.1,-1.6,13.0,90.0
28,veh_4,83.1,-1.6,12.0,90.0
28,veh_5,41.1,-1.6,8.0,90.0
28,veh_6,15.1,-1.6,4.0,90.0
28,veh_7,5.1,-1.6,0.0,90.0
29,veh_0,304.1,-1.6,13.0,90.0
29,veh_1,252.1,-1.6,13.0,90.0
29,veh_2,200.1,-1.6,13.0,90.0
29,veh_3,148.1,-1.6,13.0,90.0
29,veh_4,96.1,-1.6,13.0,90.0
29,veh_5,50.1,-1.6,9.0,90.0
29,veh_6,20.1,-1.6,5.0,90.0
29,veh_7,6.1,-1.6,1.0,90.0
30,veh_0,317.1,-1.6,13.0,90.0
30,veh_1,265.1,-1.6,13.0,90.0
30,veh_2,213.1,-1.6,13.0,90.0
30,veh_3,161.1,-1.6,13.0,90.0
30,veh_4,109.1,-1.6,13.0,90.0
30,veh_5,60.1,-1.6,10.0,90.0
30,veh_6,26.1,-1.6,6.0,90.0
30,veh_7,8.1,-1.6,2.0,90.0
31,veh_0,330.1,-1.6,13.0,90.0
31,veh_1,278.1,-1.6,13.0,90.0
31,veh_2,226.1,-1.6,13.0,90.0
31,veh_3,174.1,-1.6,13.0,90.0
31,veh_4,122.1,-1.6,13.0,90.0
31,veh_5,71.1,-1.6,11.0,90.0
31,veh_6,33.1,-1.6,7.0,90.0
31,veh_7,11.1,-1.6,3.0,90.0
32,veh_0,343.1,-1.6,13.0,90.0
32,veh_1,291.1,-1.6,13.0,90.0
32,veh_2,239.1,-1.6,13.0,90.0
32,veh_3,187.1,-1.6,13.0,90.0
32,veh_4,135.1,-1.6,13.0,90.0
32,veh_5,82.6509,-1.6,11.5509,90.0
32,veh_6,41.1,-1.6,8.0,90.0
32,veh_7,15.1,-1.6,4.0,90.0
32,veh_8,5.1,-1.6,0.0,90.0
33,veh_0,356.1,-1.6,13.0,90.0
33,veh_1,304.1,-1.6,13.0,90.0
33,veh_2,252.1,-1.6,13.0,90.0
33,veh_3,200.1,-1.6,13.0,90.0
33,veh_4,148.1,-1.6,13.0,90.0
33,veh_5,94.20179999999999,-1.6,11.5509,90.0
33,veh_6,50.1,-1.6,9.0,90.0
33,veh_7,20.1,-1.6,5.0,90.0
33,veh_8,6.1,-1.6,1.0,90.0
34,veh_0,369.1,-1.6,13.0,90.0
34,veh_1,317.1,-1.6,13.0,90.0
34,veh_2,265.1,-1.6,13.0,90.0
34,veh_3,213.1,-1.6,13.0,90.0
34,veh_4,161.1,-1.6,13.0,90.0
34,veh_5,105.75269999999999,-1.6,11.5509,90.0
34,veh_6,60.1,-1.6,10.0,90.0
34,veh_7,26.1,-1.6,6.0,90.0
34,veh_8,8.1,-1.6,2.0,90.0
35,veh_0,382.1,-1.6,13.0,90.0
35,veh_1,330.1,-1.6,13.0,90.0
35,veh_2,278.1,-1.6,13.0,90.0
35,veh_3,226.1,-1.6,13.0,90.0
35,veh_4,174.1,-1.6,13.0,90.0
35,veh_5,117.30359999999999,-1.6,11.5509,90.0
35,veh_6,71.1,-1.6,11.0,90.0
35,veh_7,33.1,-1.6,7.0,90.0
35,veh_8,11.1,-1.6,3.0,90.0
36,veh_0,395.1,-1.6,13.0,90.0
36,veh_1,343.1,-1.6,13.0,90.0
36,veh_2,291.1,-1.6,13.0,90.0
36,veh_3,239.1,-1.6,13.0,90.0
36,veh_4,187.1,-1.6,13.0,90.0
36,veh_5,128.8545,-1.6,11.5509,90.0
36,veh_6,83.1,-1.6,12.0,90.0
36,veh_7,41.1,-1.6,8.0,90.0
36,veh_8,15.1,-1.6,4.0,90.0
36,veh_9,5.1,-1.6,0.0,90.0
37,veh_0,408.1,-1.6,13.0,90.0
37,veh_1,356.1,-1.6,13.0,90.0
37,veh_2,304.1,-1.6,13.0,90.0
37,veh_3,252.1,-1.6,13.0,90.0
37,veh_4,200.1,-1.6,13.0,90.0
37,veh_5,140.40540000000001,-1.6,11.5509,90.0
37,veh_6,96.1,-1.6,13.0,90.0
37,veh_7,50.1,-1.6,9.0,90.0
37,veh_8,20.1,-1.6,5.0,90.0
37,veh_9,6.1,-1.6,1.0,90.0
38,veh_0,421.1,-1.6,13.0,90.0
38,veh_1,369.1,-1.6,13.0,90.0
38,veh_2,317.1,-1.6,13.0,90.0
38,veh_3,265.1,-1.6,13.0,90.0
38,veh_4,213.1,-1.6,13.0,90.0
38,veh_5,151.95630000000003,-1.6,11.5509,90.0
38,veh_6,109.1,-1.6,13.0,90.0
38,veh_7,60.1,-1.6,10.0,90.0
38,veh_8,26.1,-1.6,6.0,90.0
38,veh_9,8.1,-1.6,2.0,90.0
39,veh_0,434.1,-1.6,13.0,90.0
39,veh_1,382.1,-1.6,13.0,90.0
39,veh_2,330.1,-1.6,13.0,90.0
39,veh_3,278.1,-1.6,13.0,90.0
39,veh_4,226.1,-1.6,13.0,90.0
39,veh_5,163.50720000000004,-1.6,11.5509,90.0
39,veh_6,122.1,-1.6,13.0,90.0
39,veh_7,71.1,-1.6,11.0,90.0
39,veh_8,33.1,-1.6,7.0,90.0
39,veh_9,11.1,-1.6,3.0,90.0
40,veh_0,447.1,-1.6,13.0,90.0
40,veh_1,395.1,-1.6,13.0,90.0
40,veh_10,5.1,-1.6,0.0,90.0
40,veh_2,343.1,-1.6,13.0,90.0
40,veh_3,291.1,-1.6,13.0,90.0
40,veh_4,239.1,-1.6,13.0,90.0
40,veh_5,175.05810000000005,-1.6,11.5509,90.0
40,veh_6,135.1,-1.6,13.0,90.0
40,veh_7,83.1,-1.6,12.0,90.0
40,veh_8,41.1,-1.6,8.0,90.0
40,veh_9,15.1,-1.6,4.0,90.0
41,veh_0,460.1,-1.6,13.0,90.0
41,veh_1,408.1,-1.6,13.0,90.0
41,veh_10,6.1,-1.6,1.0,90.0
41,veh_2,356.1,-1.6,13.0,90.0
41,veh_3,304.1,-1.6,13.0,90.0
41,veh_4,252.1,-1.6,13.0,90.0
41,veh_5,186.60900000000007,-1.6,11.5509,90.0
41,veh_6,148.1,-1.6,13.0,90.0
41,veh_7,95.41539999999999,-1.6,12.3154,90.0
41,veh_8,50.1,-1.6,9.0,90.0
41,veh_9,20.1,-1.6,5.0,90.0
42,veh_0,473.1,-1.6,13.0,90.0
42,veh_1,421.1,-1.6,13.0,90.0
42,veh_10,8.1,-1.6,2.0,90.0
42,veh_2,369.1,-1.6,13.0,90.0
42,veh_3,317.1,-1.6,13.0,90.0
42,veh_4,265.1,-1.6,13.0,90.0
42,veh_5,198.15990000000008,-1.6,11.5509,90.0
42,veh_6,161.1,-1.6,13.0,90.0
42,veh_7,107.73079999999999,-1.6,12.3154,90.0
42,veh_8,60.1,-1.6,10.0,90.0
42,veh_9,26.1,-1.6,6.0,90.0
43,veh_0,486.1,-1.6,13.0,90.0
43,veh_1,434.1,-1.6,13.0,90.0
43,veh_10,11.1,-1.6,3.0,90.0
43,veh_2,382.1,-1.6,13.0,90.0
43,veh_3,330.1,-1.6,13.0,90.0
43,veh_4,278.1,-1.6,13.0,90.0
43,veh_5,209.7108000000001,-1.6,11.5509,90.0
43,veh_6,174.1,-1.6,13.0,90.0
43,veh_7,120.04619999999998,-1.6,12.3154,90.0
43,veh_8,71.1,-1.6,11.0,90.0
43,veh_9,33.1,-1.6,7.0,90.0
44,veh_0,499.1,-1.6,13.0,90.0
44,veh_1,447.1,-1.6,13.0,90.0
44,veh_10,15.1,-1.6,4.0,90.0
44,veh_11,5.1,-1.6,0.0,90.0
44,veh_2,395.1,-1.6,13.0,90.0
44,veh_3,343.1,-1.6,13.0,90.0
44,veh_4,291.1,-1.6,13.0,90.0
44,veh_5,221.2617000000001,-1.6,11.5509,90.0
44,veh_6,187.1,-1.6,13.0,90.0
44,veh_7,132.36159999999998,-1.6,12.3154,90.0
44,veh_8,83.1,-1.6,12.0,90.0
44,veh_9,41.1,-1.6,8.0,90.0
45,veh_0,512.1,-1.6,13.0,90.0
45,veh_1,460.1,-1.6,13.0,90.0
45,veh_10,20.1,-1.6,5.0,90.0
45,veh_11,6.1,-1.6,1.0,90.0
45,veh_2,408.1,-1.6,13.0,90.0
45,veh_3,356.1,-1.6,13.0,90.0
45,veh_4,304.1,-1.6,13.0,90.0
45,veh_5,232.81260000000012,-1.6,11.5509,90.0
45,veh_6,200.1,-1.6,13.0,90.0
45,veh_7,144.677,-1.6,12.3154,90.0
45,veh_8,96.1,-1.6,13.0,90.0
45,veh_9,50.1,-1.6,9.0,90.0
46,veh_0,525.1,-1.6,13.0,90.0
46,veh_1,473.1,-1.6,13.0,90.0
46,veh_10,26.1,-1.6,6.0,90.0
46,veh_11,8.1,-1.6,2.0,90.0
46,veh_2,421.1,-1.6,13.0,90.0
46,veh_3,369.1,-1.6,13.0,90.0
46,veh_4,317.1,-1.6,13.0,90.0
46,veh_5,244.36350000000013,-1.6,11.5509,90.0
46,veh_6,213.1,-1.6,13.0,90.0
46,veh_7,156.9924,-1.6,12.3154,90.0
46,veh_8,109.1,-1.6,13.0,90.0
46,veh_9,60.1,-1.6,10.0,90.0
47,veh_0,538.1,-1.6,13.0,90.0
47,veh_1,486.1,-1.6,13.0,90.0
47,veh_10,33.1,-1.6,7.0,90.0
47,veh_11,11.1,-1.6,3.0,90.0
47,veh_2,434.1,-1.6,13.0,90.0
47,veh_3,382.1,-1.6,13.0,90.0
47,veh_4,330.1,-1.6,13.0,90.0
47,veh_5,255.91440000000014,-1.6,11.5509,90.0
47,veh_6,226.1,-1.6,13.0,90.0
47,veh_7,169.30780000000001,-1.6,12.3154,90.0
47,veh_8,122.1,-1.6,13.0,90.0
47,veh_9,71.1,-1.6,11.0,90.0
48,veh_0,551.1,-1.6,13.0,90.0
48,veh_1,499.1,-1.6,13.0,90.0
48,veh_10,41.1,-1.6,8.0,90.0
48,veh_11,15.1,-1.6,4.0,90.0
48,veh_12,5.1,-1.6,0.0,90.0
48,veh_2,447.1,-1.6,13.0,90.0
48,veh_3,395.1,-1.6,13.0,90.0
48,veh_4,343.1,-1.6,13.0,90.0
48,veh_5,267.4653000000001,-1.6,11.5509,90.0
48,veh_6,239.1,-1.6,13.0,90.0
48,veh_7,181.62320000000003,-1.6,12.3154,90.0
48,veh_8,135.1,-1.6,13.0,90.0
48,veh_9,83.01091,-1.6,11.91091,90.0
49,veh_0,564.1,-1.6,13.0,90.0
49,veh_1,512.1,-1.6,13.0,90.0
49,veh_10,50.1,-1.6,9.0,90.0
49,veh_11,20.1,-1.6,5.0,90.0
49,veh_12,6.1,-1.6,1.0,90.0
49,veh_2,460.1,-1.6,13.0,90.0
49,veh_3,408.1,-1.6,13.0,90.0
49,veh_4,356.1,-1.6,13.0,90.0
49,veh_5,279.01620000000014,-1.6,11.5509,90.0
49,veh_6,252.1,-1.6,13.0,90.0
49,veh_7,193.93860000000004,-1.6,12.3154,90.0
49,veh_8,148.1,-1.6,13.0,90.0
49,veh_9,94.92182,-1.6,11.91091,90.0
50,veh_0,577.1,-1.6,13.0,90.0
50,veh_1,525.1,-1.6,13.0,90.0
50,veh_10,60.1,-1.6,10.0,90.0
50,veh_11,26.1,-1.6,6.0,90.0
50,veh_12,8.1,-1.6,2.0,90.0
50,veh_2,473.1,-1.6,13.0,90.0
50,veh_3,421.1,-1.6,13.0,90.0
50,veh_4,369.1,-1.6,13.0,90.0
50,veh_5,290.56710000000015,-1.6,11.5509,90.0
50,veh_6,265.1,-1.6,13.0,90.0
50,veh_7,206.25400000000005,-1.6,12.3154,90.0
50,veh_8,161.1,-1.6,13.0,90.0
50,veh_9,106.83273,-1.6,11.91091,90.0
51,veh_0,590.1,-1.6,13.0,90.0
51,veh_1,538.1,-1.6,13.0,90.0
51,veh_10,71.1,-1.6,11.0,90.0
51,veh_11,33.1,-1.6,7.0,90.0
51,veh_12,11.1,-1.6,3.0,90.0
51,veh_2,486.1,-1.6,13.0,90.0
51,veh_3,434.1,-1.6,13.0,90.0
51,veh_4,382.1,-1.6,13.0,90.0
51,veh_5,302.11800000000017,-1.6,11.5509,90.0
51,veh_6,278.1,-1.6,13.0,90.0
51,veh_7,218.56940000000006,-1.6,12.3154,90.0
51,veh_8,174.1,-1.6,13.0,90.0
51,veh_9,118.74364,-1.6,11.91091,90.0
52,veh_0,603.1,-1.6,13.0,90.0
52,veh_1,551.1,-1.6,13.0,90.0
52,veh_10,83.1,-1.6,12.0,90.0
52,veh_11,41.1,-1.6,8.0,90.0
52,veh_12,15.1,-1.6,4.0,90.0
52,veh_13,5.1,-1.6,0.0,90.0
52,veh_2,499.1,-1.6,13.0,90.0
52,veh_3,447.1,-1.6,13.0,90.0
52,veh_4,395.1,-1.6,13.0,90.0
52,veh_5,313.6689000000002,-1.6,11.5509,90.0
52,veh_6,291.1,-1.6,13.0,90.0
52,veh_7,230.88480000000007,-1.6,12.3154,90.0
52,veh_8,187.1,-1.6,13.0,90.0
52,veh_9,130.65455,-1.6,11.91091,90.0
53,veh_0,616.1,-1.6,13.0,90.0
53,veh_1,564.1,-1.6,13.0,90.0
53,veh_10,96.1,-1.6,13.0,90.0
53,veh_11,50.1,-1.6,9.0,90.0
53,veh_12,20.1,-1.6,5.0,90.0
53,veh_13,6.1,-1.6,1.0,90.0
53,veh_2,512.1,-1.6,13.0,90.0
53,veh_3,460.1,-1.6,13.0,90.0
53,veh_4,408.1,-1.6,13.0,90.0
53,veh_5,325.2198000000002,-1.6,11.5509,90.0
53,veh_6,303.8232333333334,-1.6,12.723233333333384,90.0
53,veh_7,243.20020000000008,-1.6,12.3154,90.0
53,veh_8,200.1,-1.6,13.0,90.0
53,veh_9,142.56546,-1.6,11.91091,90.0
54,veh_0,629.1,-1.6,13.0,90.0
54,veh_1,577.1,-1.6,13.0,90.0
54,veh_10,109.1,-1.6,13.0,90.0
54,veh_11,60.1,-1.6,10.0,90.0
54,veh_12,26.1,-1.6,6.0,90.0
54,veh_13,8.1,-1.6,2.0,90.0
54,veh_2,525.1,-1.6,13.0,90.0
54,veh_3,473.1,-1.6,13.0,90.0
54,veh_4,421.1,-1.6,13.0,90.0
54,veh_5,336.7707000000002,-1.6,11.5509,90.0
54,veh_6,316.155688888889,-1.6,12.332455555555596,90.0
54,veh_7,255.51560000000006,-1.6,12.3154,90.0
54,veh_8,213.1,-1.6,13.0,90.0
54,veh_9,154.47637,-1.6,11.91091,90.0
55,veh_0,642.1,-1.6,13.0,90.0
55,veh_1,590.1,-1.6,13.0,90.0
55,veh_10,122.1,-1.6,13.0,90.0
55,veh_11,71.1,-1.6,11.0,90.0
55,veh_12,33.1,-1.6,7.0,90.0
55,veh_13,11.1,-1.6,3.0,90.0
55,veh_2,538.1,-1.6,13.0,90.0
55,veh_3,486.1,-1.6,13.0,90.0
55,veh_4,434.1,-1.6,13.0,90.0
55,veh_5,348.3216000000002,-1.6,11.5509,90.0
55,veh_6,328.2276259259261,-1.6,12.071937037037062,90.0
55,veh_7,267.8310000000001,-1.6,12.3154,90.0
55,veh_8,226.1,-1.6,13.0,90.0
55,veh_9,166.38728,-1.6,11.91091,90.0
56,veh_0,655.1,-1.6,13.0,90.0
56,veh_1,603.1,-1.6,13.0,90.0
56,veh_10,135.1,-1.6,13.0,90.0
56,veh_11,83.1,-1.6,12.0,90.0
56,veh_12,41.1,-1.6,8.0,90.0
56,veh_13,15.1,-1.6,4.0,90.0
56,veh_14,5.1,-1.6,0.0,90.0
56,veh_2,551.1,-1.6,13.0,90.0
56,veh_3,499.1,-1.6,13.0,90.0
56,veh_4,447.1,-1.6,13.0,90.0
56,veh_5,359.87250000000023,-1.6,11.5509,90.0
56,veh_6,340.12588395061744,-1.6,11.89825802469138,90.0
56,veh_7,280.1464000000001,-1.6,12.3154,90.0
56,veh_8,239.1,-1.6,13.0,90.0
56,veh_9,178.29819,-1.6,11.91091,90.0
57,veh_0,668.1,-1.6,13.0,90.0
57,veh_1,616.1,-1.6,13.0,90.0
57,veh_10,148.1,-1.6,13.0,90.0
57,veh_11,96.1,-1.6,13.0,90.0
57,veh_12,50.1,-1.6,9.0,90.0
57,veh_13,20.1,-1.6,5.0,90.0
57,veh_14,6.1,-1.6,1.0,90.0
57,veh_2,564.1,-1.6,13.0,90.0
57,veh_3,512.1,-1.6,13.0,90.0
57,veh_4,460.1,-1.6,13.0,90.0
57,veh_5,371.42340000000024,-1.6,11.5509,90.0
57,veh_6,351.90835596707836,-1.6,11.78247201646093,90.0
57,veh_7,292.4618000000001,-1.6,12.3154,90.0
57,veh_8,252.1,-1.6,13.0,90.0
57,veh_9,190.2091,-1.6,11.91091,90.0
58,veh_0,681.1,-1.6,13.0,90.0
58,veh_1,629.1,-1.6,13.0,90.0
58,veh_10,161.1,-1.6,13.0,90.0
58,veh_11,109.1,-1.6,13.0,90.0
58,veh_12,60.1,-1.6,10.0,90.0
58,veh_13,26.1,-1.6,6.0,90.0
58,veh_14,8.1,-1.6,2.0,90.0
58,veh_2,577.1,-1.6,13.0,90.0
58,veh_3,525.1,-1.6,13.0,90.0
58,veh_4,473.1,-1.6,13.0,90.0
58,veh_5,382.97430000000026,-1.6,11.5509,90.0
58,veh_6,363.6136373113857,-1.6,11.705281344307293,90.0
58,veh_7,304.7772000000001,-1.6,12.3154,90.0
58,veh_8,265.1,-1.6,13.0,90.0
58,veh_9,202.12001,-1.6,11.91091,90.0
59,veh_0,694.1,-1.6,13.0,90.0
59,veh_1,642.1,-1.6,13.0,90.0
59,veh_10,174.1,-1.6,13.0,90.0
59,veh_11,122.1,-1.6,13.0,90.0
59,veh_12,71.1,-1.6,11.0,90.0
59,veh_13,33.1,-1.6,7.0,90.0
59,veh_14,11.1,-1.6,3.0,90.0
59,veh_2,590.1,-1.6,13.0,90.0
59,veh_3,538.1,-1.6,13.0,90.0
59,veh_4,486.1,-1.6,13.0,90.0
59,veh_5,394.52520000000027,-1.6,11.5509,90.0
59,veh_6,375.26745820759055,-1.6,11.653820896204861,90.0
59,veh_7,317.0926000000001,-1.6,12.3154,90.0
59,veh_8,278.1,-1.6,13.0,90.0
59,veh_9,214.03092,-1.6,11.91091,90.0
60,veh_0,707.1,-1.6,13.0,90.0
60,veh_1,655.1,-1.6,13.0,90.0
60,veh_10,187.1,-1.6,13.0,90.0
60,veh_11,135.1,-1.6,13.0,90.0
60,veh_12,83.1,-1.6,12.0,90.0
60,veh_13,41.1,-1.6,8.0,90.0
60,veh_14,15.1,-1.6,4.0,90.0
60,veh_15,5.1,-1.6,0.0,90.0
60,veh_2,603.1,-1.6,13.0,90.0
60,veh_3,551.1,-1.6,13.0,90.0
60,veh_4,499.1,-1.6,13.0,90.0
60,veh_5,406.0761000000003,-1.6,11.5509,90.0
60,veh_6,386.8869721383938,-1.6,11.619513930803238,90.0
60,veh_7,329.40800000000013,-1.6,12.3154,90.0
60,veh_8,291.1,-1.6,13.0,90.0
60,veh_9,225.94183,-1.6,11.91091,90.0
61,veh_0,720.1,-1.6,13.0,90.0
61,veh_1,668.1,-1.6,13.0,90.0
61,veh_10,200.1,-1.6,13.0,90.0
61,veh_11,148.1,-1.6,13.0,90.0
61,veh_12,96.1,-1.6,13.0,90.0
61,veh_13,50.1,-1.6,9.0,90.0
61,veh_14,20.1,-1.6,5.0,90.0
61,veh_15,6.1,-1.6,1.0,90.0
61,veh_2,616.1,-1.6,13.0,90.0
61,veh_3,564.1,-1.6,13.0,90.0
61,veh_4,512.1,-1.6,13.0,90.0
61,veh_5,417.6270000000003,-1.6,11.5509,90.0
61,veh_6,398.48361475892926,-1.6,11.596642620535498,90.0
61,veh_7,341.72340000000014,-1.6,12.3154,90.0
61,veh_8,304.1,-1.6,13.0,90.0
61,veh_9,237.85274,-1.6,11.91091,90.0
62,veh_0,733.1,-1.6,13.0,90.0
62,veh_1,681.1,-1.6,13.0,90.0
62,veh_10,213.1,-1.6,13.0,90.0
62,veh_11,161.1,-1.6,13.0,90.0
62,veh_12,109.1,-1.6,13.0,90.0
62,veh_13,60.1,-1.6,10.0,90.0
62,veh_14,26.1,-1.6,6.0,90.0
62,veh_15,8.1,-1.6,2.0,90.0
62,veh_2,629.1,-1.6,13.0,90.0
62,veh_3,577.1,-1.6,13.0,90.0
62,veh_4,525.1,-1.6,13.0,90.0
62,veh_5,429.1779000000003,-1.6,11.5509,90.0
62,veh_6,410.0650098392863,-1.6,11.58139508035701,90.0
62,veh_7,354.03880000000015,-1.6,12.3154,90.0
62,veh_8,317.1,-1.6,13.0,90.0
62,veh_9,249.76365,-1.6,11.91091,90.0
63,veh_0,746.1,-1.6,13.0,90.0
63,veh_1,694.1,-1.6,13.0,90.0
63,veh_10,226.1,-1.6,13.0,90.0
63,veh_11,174.1,-1.6,13.0,90.0
63,veh_12,122.1,-1.6,13.0,90.0
63,veh_13,71.1,-1.6,11.0,90.0
63,veh_14,33.1,-1.6,7.0,90.0
63,veh_15,11.1,-1.6,3.0,90.0
63,veh_2,642.1,-1.6,13.0,90.0
63,veh_3,590.1,-1.6,13.0,90.0
63,veh_4,538.1,-1.6,13.0,90.0
63,veh_5,440.7288000000003,-1.6,11.5509,90.0
63,veh_6,421.63623989285765,-1.6,11.57123005357134,90.0
63,veh_7,366.35420000000016,-1.6,12.3154,90.0
63,veh_8,330.1,-1.6,13.0,90.0
63,veh_9,261.67456,-1.6,11.91091,90.0
64,veh_0,759.1,-1.6,13.0,90.0
64,veh_1,707.1,-1.6,13.0,90.0
64,veh_10,239.1,-1.6,13.0,90.0
64,veh_11,187.1,-1.6,13.0,90.0
64,veh_12,135.1,-1.6,13.0,90.0
64,veh_13,83.1,-1.6,12.0,90.0
64,veh_14,41.1,-1.6,8.0,90.0
64,veh_15,15.1,-1.6,4.0,90.0
64,veh_16,5.1,-1.6,0.0,90.0
64,veh_2,655.1,-1.6,13.0,90.0
64,veh_3,603.1,-1.6,13.0,90.0
64,veh_4,551.1,-1.6,13.0,90.0
64,veh_5,452.27970000000033,-1.6,11.5509,90.0
64,veh_6,433.2006932619052,-1.6,11.564453369047557,90.0
64,veh_7,378.6696000000002,-1.6,12.3154,90.0
64,veh_8,343.1,-1.6,13.0,90.0
64,veh_9,273.58547,-1.6,11.91091,90.0
65,veh_0,772.1,-1.6,13.0,90.0
65,veh_1,720.1,-1.6,13.0,90.0
65,veh_10,252.1,-1.6,13.0,90.0
65,veh_11,200.1,-1.6,13.0,90.0
