sim_time,veh_id,x,y,speed,angle,lane_id,edge_id,type_id
17.500,14,276.917,101.600,5.992,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
17.500,15,286.470,1.600,4.192,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
17.500,16,201.600,14.167,2.455,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
17.500,2,98.400,252.834,13.449,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
17.500,3,269.718,201.600,12.455,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
17.500,4,198.400,179.279,9.843,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
17.500,5,1.600,3.720,3.239,301.210,A0A1_0,A0A1,DEFAULT_VEHTYPE
17.500,6,99.897,1.428,7.796,57.445,:B0_10_0,:B0_10,DEFAULT_VEHTYPE
17.500,7,107.200,201.600,7.773,270.000,C2B2_0,C2B2,DEFAULT_VEHTYPE
17.500,8,17.489,1.600,7.429,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
17.500,9,232.339,1.600,11.420,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.000,0,234.480,101.600,14.415,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
18.000,1,43.516,98.400,11.838,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
18.000,10,259.101,1.600,10.545,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.000,11,162.701,98.400,13.839,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
18.000,12,301.600,242.127,10.674,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
18.000,13,17.243,98.400,3.655,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
18.000,14,273.280,101.600,7.274,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
18.000,15,283.973,1.600,4.995,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.000,16,201.600,15.948,3.561,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
18.000,2,98.400,245.985,13.697,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
18.000,3,263.103,201.600,13.230,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
18.000,4,198.400,173.786,10.986,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
18.000,5,1.600,5.871,4.302,342.307,A0A1_0,A0A1,DEFAULT_VEHTYPE
18.000,6,101.301,5.108,8.037,22.976,:B0_10_0,:B0_10,DEFAULT_VEHTYPE
18.000,7,103.913,201.130,6.639,264.600,:B2_6_0,:B2_6,DEFAULT_VEHTYPE
18.000,8,14.145,1.600,6.688,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
18.000,9,226.532,1.600,11.613,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.500,0,227.270,101.600,14.419,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
18.500,1,49.970,98.400,12.908,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
18.500,10,253.376,1.600,11.450,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.500,11,169.762,98.400,14.122,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
18.500,12,301.600,247.957,11.659,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
18.500,13,19.514,98.400,4.543,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
18.500,14,269.127,101.600,8.304,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
18.500,15,281.005,1.600,5.937,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
18.500,16,201.600,18.070,4.245,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
18.500,18,301.600,8.300,0.000,0.000,D0D1_0,D0D1,DEFAULT_VEHTYPE
18.500,2,98.400,239.080,13.810,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
18.500,3,256.139,201.600,13.929,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
18.500,4,198.400,167.710,12.152,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
18.500,5,1.600,8.464,5.185,0.000,A0A1_0,A0A1,DEFAULT_VEHTYPE
18.500,6,101.600,9.227,8.280,4.836,B0B1_0,B0B1,DEFAULT_VEHTYPE
18.500,7,100.921,199.593,6.803,248.916,:B2_6_0,:B2_6,DEFAULT_VEHTYPE
18.500,8,10.965,1.600,6.358,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
18.500,9,220.586,1.600,11.892,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.000,0,221.186,101.600,12.169,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
19.000,1,56.410,98.400,12.879,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
19.000,10,247.038,1.600,12.677,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.000,11,176.265,98.400,13.004,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
19.000,12,301.600,254.232,12.550,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
19.000,13,22.178,98.400,5.328,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
19.000,14,264.468,101.600,9.319,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
19.000,15,277.563,1.600,6.884,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.000,16,201.600,20.776,5.412,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
19.000,18,301.600,8.885,1.170,0.000,D0D1_0,D0D1,DEFAULT_VEHTYPE
19.000,2,98.400,232.331,13.498,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
19.000,3,248.919,201.600,14.440,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
19.000,4,198.400,161.180,13.060,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
19.000,5,1.600,11.639,6.351,0.000,A0A1_0,A0A1,DEFAULT_VEHTYPE
19.000,6,101.600,13.952,9.450,0.000,B0B1_0,B0B1,DEFAULT_VEHTYPE
19.000,7,99.052,196.820,6.765,222.090,:B2_6_0,:B2_6,DEFAULT_VEHTYPE
19.000,8,7.788,1.600,6.355,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
19.000,9,214.663,1.600,11.845,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.500,0,216.226,101.600,9.919,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
19.500,1,62.861,98.400,12.902,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
19.500,10,240.234,1.600,13.607,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.500,11,181.642,98.400,10.754,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
19.500,12,301.600,261.089,13.714,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
19.500,13,25.478,98.400,6.600,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
19.500,14,259.382,101.600,10.173,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
19.500,15,273.536,1.600,8.054,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
19.500,16,201.600,23.907,6.262,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
19.500,18,301.600,10.115,2.460,0.000,D0D1_0,D0D1,DEFAULT_VEHTYPE
19.500,19,298.400,87.700,0.000,180.000,D1D0_0,D1D0,DEFAULT_VEHTYPE
19.500,2,98.400,225.595,13.471,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
19.500,3,241.518,201.600,14.801,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
19.500,4,198.400,154.334,13.691,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
19.500,5,1.600,15.459,7.638,0.000,A0A1_0,A0A1,DEFAULT_VEHTYPE
19.500,6,101.600,19.037,10.171,0.000,B0B1_0,B0B1,DEFAULT_VEHTYPE
19.500,7,98.478,193.347,7.067,195.686,:B2_6_0,:B2_6,DEFAULT_VEHTYPE
19.500,8,4.938,1.600,5.701,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
19.500,9,209.013,1.600,11.301,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
20.000,0,212.391,101.600,7.669,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
20.000,1,69.339,98.400,12.957,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
20.000,10,232.943,1.600,14.583,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
20.000,11,186.089,98.400,8.894,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
20.000,12,301.600,268.204,14.231,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
20.000,13,29.254,98.400,7.552,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
20.000,14,253.726,101.600,11.311,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
20.000,15,269.097,1.600,8.878,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
20.000,16,201.600,27.538,7.263,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
20.000,18,301.600,11.686,3.142,0.000,D0D1_0,D0D1,DEFAULT_VEHTYPE
20.000,19,298.400,87.102,1.195,180.000,D1D0_0,D1D0,DEFAULT_VEHTYPE
20.000,2,98.400,219.133,12.924,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
20.000,3,234.110,201.600,14.817,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
20.000,4,198.400,147.393,13.882,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
20.000,5,1.600,19.733,8.549,0.000,A0A1_0,A0A1,DEFAULT_VEHTYPE
20.000,6,101.600,24.735,11.397,0.000,B0B1_0,B0B1,DEFAULT_VEHTYPE
20.000,7,98.400,190.027,6.652,183.621,B2B1_0,B2B1,DEFAULT_VEHTYPE
20.000,8,3.212,1.600,3.451,270.000,B0A0_0,B0A0,DEFAULT_VEHTYPE
20.000,9,203.105,1.600,11.815,270.000,:C0_4_0,:C0_4,DEFAULT_VEHTYPE
20.500,0,209.682,101.600,5.419,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
20.500,1,75.671,98.400,12.664,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
20.500,10,225.815,1.600,14.256,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
20.500,11,189.411,98.400,6.644,90.000,B1C1_0,B1C1,DEFAULT_VEHTYPE
20.500,12,301.600,275.398,14.387,0.000,D2D3_0,D2D3,DEFAULT_VEHTYPE
20.500,13,33.587,98.400,8.666,90.000,A1B1_0,A1B1,DEFAULT_VEHTYPE
20.500,14,247.737,101.600,11.979,270.000,D1C1_0,D1C1,DEFAULT_VEHTYPE
20.500,15,264.260,1.600,9.674,270.000,D0C0_0,D0C0,DEFAULT_VEHTYPE
20.500,16,201.600,31.607,8.137,0.000,C0C1_0,C0C1,DEFAULT_VEHTYPE
20.500,18,301.600,13.806,4.240,0.000,D0D1_0,D0D1,DEFAULT_VEHTYPE
20.500,19,298.400,85.893,2.419,180.000,D1D0_0,D1D0,DEFAULT_VEHTYPE
20.500,2,98.400,213.796,10.674,180.000,B3B2_0,B3B2,DEFAULT_VEHTYPE
20.500,3,227.146,201.600,13.928,270.000,D2C2_0,D2C2,DEFAULT_VEHTYPE
20.500,4,198.400,140.544,13.698,180.000,C2C1_0,C2C1,DEFAULT_VEHTYPE
20.500,5,1.600,24.558,9.649,0.000,A0A1_0,A0A1,DEFAULT_VEHTYPE
20.500,6,101.600,30.899,12.327,0.000,B0B1_0,B0B1,DEFAULT_VEHTYPE
20.500,7,98.400,186.204,7.645,180.000,B2B1_0,B2B1,DEFAULT_VEHTYPE
20.500,8,1.791,2.349,3.419,279.033,:A0_1_0,:A0_1,DEFAULT_VEHTYPE
20.500,9,197.277,1.600,11.657,270.000,:C0_4_0,:C0_4,DEFAULT_VEHTYPE
